이름,선거구,선거구명,종류,회,기호,남여,정당,연령,직업,여당평가,당선여부,득표율,지역구분
송윤한,경남,김해시,구시군의장선거,5,3,남,rem,44,,47.25,False,-2.214630654484832,2
강태봉,충남,아산시,구시군의장선거,5,3,남,con,64,정당인,47.25,False,3.351958841124993,1
김성환,서울,노원구,구시군의장선거,5,2,남,rev,44,정당인,47.25,True,4.595119850134589,2
정용기,대전,대덕구,구시군의장선거,5,1,남,con,48,,47.25,True,,1
김영석,경북,영천시,구시군의장선거,6,1,남,con,62,,51.225,True,0.4326642530930265,1
김진석,울산,남구,구시군의장선거,6,3,남,rev,50,정당인,51.225,False,-0.4670661717926145,1
신우철,전남,완도군,구시군의장선거,7,1,남,rev,65,,74.43499999999997,True,,2
노승락,강원,홍천군,구시군의장선거,6,1,남,con,63,,51.225,True,-0.31987029280646434,1
정연학,강원,횡성군,구시군의장선거,6,3,남,rem,50,,51.225,False,-2.4650213744484657,1
김성모,전남,함평군,구시군의장선거,7,1,남,rev,66,,74.43499999999997,False,,2
하학열,경남,고성군,구시군의장선거,6,1,남,con,55,정당인,51.225,True,-0.3436702882441581,1
정동영,경남,통영시,구시군의장선거,5,3,남,rem,54,,47.25,False,-0.745709297604506,1
김상돈,강원,양구군,구시군의장선거,7,3,남,rem,57,,74.43499999999997,False,,1
정송학,서울,광진구,구시군의장선거,5,3,남,rem,56,,47.25,False,1.0477352966886362,2
김상문,충북,보은군,구시군의장선거,7,3,남,rem,65,,74.43499999999997,False,,1
가세로,충남,태안군,구시군의장선거,7,1,남,rev,62,정당인,74.43499999999997,True,,1
이창용,전남,순천시,구시군의장선거,7,3,남,rem,68,,74.43499999999997,False,,2
신현국,경북,문경시,구시군의장선거,5,3,남,rem,58,,47.25,True,4.595119850134589,1
이강수,전북,고창군,구시군의장선거,5,2,남,rev,58,,47.25,True,,2
김영재,서울,동작구,구시군의장선거,5,3,남,rem,47,,47.25,False,-2.436892636344776,3
최용호,서울,강동구,구시군의장선거,5,1,남,con,55,정당인,47.25,False,,1
고석용,강원,횡성군,구시군의장선거,5,2,남,rev,62,정당인,47.25,True,4.595119850134589,1
나동연,경남,양산시,구시군의장선거,6,1,남,con,58,,51.225,True,0.14292596024911872,1
유승광,충남,서천군,구시군의장선거,7,1,남,rev,56,정당인,74.43499999999997,False,,1
박병권,서울,송파구,구시군의장선거,5,2,남,rev,45,,47.25,False,2.5160799450081117,1
정동만,부산,기장군,구시군의장선거,7,2,남,con,52,정당인,74.43499999999997,False,,1
유병국,부산,북구,구시군의장선거,6,3,남,rev,50,,51.225,False,-3.291662885121436,1
이수근,전남,순천시,구시군의장선거,6,3,남,rev,46,정당인,51.225,False,-2.1174029374208505,2
박삼석,부산,동구,구시군의장선거,5,1,남,con,60,정당인,47.25,False,,1
안원효,경북,안동시,구시군의장선거,7,3,남,rem,67,,74.43499999999997,False,,1
김세훈,강원,화천군,구시군의장선거,7,1,남,rev,59,,74.43499999999997,False,,1
조억동,경기,광주시,구시군의장선거,5,1,남,con,53,,47.25,True,,1
김동우,경남,진주시,구시군의장선거,7,3,남,rem,47,,74.43499999999997,False,,1
김규문,경남,창원시,구시군의장선거,5,3,남,rem,58,,47.25,False,-3.3145944418226443,1
신부식,경기,시흥시,구시군의장선거,6,3,남,rem,58,,51.225,False,-3.2753207808618057,2
최경순,강원,동해시,구시군의장선거,6,3,남,rem,61,,51.225,False,-2.364354932751877,1
박종환,경남,함양군,구시군의장선거,5,3,남,rem,55,,47.25,False,-0.6275286049422311,1
정재학,경북,경산시,구시군의장선거,7,3,남,con,60,정당인,74.43499999999997,False,,1
최대호,경기,안양시,구시군의장선거,7,1,남,rev,60,정당인,74.43499999999997,True,,2
최승준,강원,정선군,구시군의장선거,7,1,남,rev,61,,74.43499999999997,True,,1
박승숙,인천,중구,구시군의장선거,5,1,여,con,73,,47.25,False,,1
신동환,충북,충주시,구시군의장선거,5,3,남,rem,48,,47.25,False,-2.7572977143465907,1
김성,전남,장흥군,구시군의장선거,6,3,남,rem,54,,51.225,True,-0.6874404882609538,2
이규희,충남,천안시,구시군의장선거,5,2,남,rev,48,정당인,47.25,False,1.0659719371855343,2
권혁구,경북,안동시,구시군의장선거,6,3,남,rem,60,,51.225,False,-3.4408145033138515,1
서동욱,울산,남구,구시군의장선거,7,2,남,con,55,,74.43499999999997,False,,1
유종필,서울,관악구,구시군의장선거,6,2,남,rem,56,,51.225,False,,2
심상박,경북,청송군,구시군의장선거,7,3,남,rem,62,,74.43499999999997,False,,1
황천모,경북,상주시,구시군의장선거,7,2,남,con,60,정당인,74.43499999999997,True,,1
안성훈,충남,천안시,구시군의장선거,7,3,남,rem,57,,74.43499999999997,False,,2
김맹곤,경남,김해시,구시군의장선거,6,2,남,rem,68,,51.225,True,,2
신광진,경북,의성군,구시군의장선거,7,3,남,rev,59,,74.43499999999997,False,,1
이석권,경기,연천군,구시군의장선거,5,3,남,rem,61,,47.25,False,-2.231236181334714,1
유승근,강원,정선군,구시군의장선거,7,2,남,con,56,,74.43499999999997,False,,1
조성천,대전,서구,구시군의장선거,7,2,남,con,48,,74.43499999999997,False,,2
주재록,충북,옥천군,구시군의장선거,5,3,남,rem,65,정당인,47.25,False,-1.3141126393209903,1
이선호,울산,울주군,구시군의장선거,7,1,남,rev,57,정당인,74.43499999999997,True,,1
이익진,인천,계양구,구시군의장선거,5,3,남,rem,69,,47.25,False,-0.8915569898700776,2
백철,서울,강서구,구시군의장선거,6,3,남,rem,57,,51.225,False,-2.591265985402893,2
노승락,강원,홍천군,구시군의장선거,7,2,남,con,67,,74.43499999999997,False,,1
최호열,경기,포천시,구시군의장선거,6,3,남,rem,53,,51.225,False,-1.4547878947618562,1
김상곤,전북,부안군,구시군의장선거,7,3,남,rev,48,,74.43499999999997,False,,2
이주영,서울,강남구,구시군의장선거,7,3,여,rem,27,,74.43499999999997,False,,1
김동일,충남,보령시,구시군의장선거,5,3,남,rem,61,,47.25,False,0.17417302823004946,1
허재안,경기,성남시,구시군의장선거,6,3,남,rem,61,정당인,51.225,False,-4.296216725211711,1
신영수,경기,성남시,구시군의장선거,6,1,남,con,62,정당인,51.225,False,-0.3656934663995816,1
이상천,충북,제천시,구시군의장선거,7,1,남,rev,57,정당인,74.43499999999997,True,,1
오경근,대전,중구,구시군의장선거,5,3,남,rev,41,,47.25,False,-3.1861710444956177,3
신현태,경기,수원시,구시군의장선거,5,3,남,rem,63,,47.25,False,-1.999784856802356,2
이경수,경기,과천시,구시군의장선거,6,3,남,rem,55,,51.225,False,-1.4833997849972549,3
이창균,경북,포항시,구시군의장선거,6,3,남,rem,54,,51.225,False,,1
김원오,강원,동해시,구시군의장선거,6,3,남,rem,58,,51.225,False,-1.3960730469629428,1
김영우,광주,동구,구시군의장선거,7,3,남,con,49,정당인,74.43499999999997,False,,2
