이름,위치,선거구,회,몇번,gender,정당,나이,job,당시여당평가,당선,득표율,학력,과,경력,인지,지역구분
황걸연,경남,밀양시,7,3,남,con,52,,74.43499999999997,False,-1.0288956244759504,,,False,0.00044924940930167023,1
양승길,전남,목포시,7,3,남,rev,59,,74.43499999999997,False,-2.054755345906659,,경영,True,5.098932162662846e-05,2
이형태,경북,울진군,7,3,남,rem,63,,74.43499999999997,False,-4.529623933040692,,경영,False,0.021379656486047047,1
이한림,경북,김천시,7,3,남,con,46,,74.43499999999997,False,-2.7681451032888638,,,True,0.00031539228116352286,1
조성철,충남,보령시,7,3,남,rev,40,,74.43499999999997,True,-0.9888178402240916,,,False,0.001071679327747838,1
이상섭,인천,서구,7,3,남,con,60,정당인,74.43499999999997,False,-2.2440550502081216,,,True,0.003839375754573696,3
황재원,서울,은평구,7,2,남,con,50,,74.43499999999997,False,-1.4530318110845657,,경영,False,0.005003621721324813,2
정완진,충남,예산군,7,1,남,rev,61,,74.43499999999997,True,-0.8980328453814084,,,False,0.0009180017947949868,1
이성기,강원,홍천군,7,3,남,rem,63,,74.43499999999997,False,-2.407045203408708,,행정,False,0.0036707874252484094,1
최승원,인천,남동구,7,3,남,rev,41,,74.43499999999997,False,-1.7321875858860156,,행정,False,0.008953475740298861,2
최경철,경북,상주시,7,3,남,con,63,,74.43499999999997,False,-1.1384999947367225,,,False,0.0069013295740386,1
이승우,경기,양주시,7,3,남,con,41,,74.43499999999997,False,-2.107210477914065,연세대,행정,True,0.9433659016823588,1
고병용,경기,성남시 중원구,7,3,남,rev,61,정당인,74.43499999999997,False,-1.0609906097807025,,정치,False,0.0012241669753006285,1
이석성,대구,북구,7,3,남,rem,51,,74.43499999999997,False,-2.7800486030704983,,,False,2.2397961371799208e-05,1
황규석,경남,하동군,7,3,남,rem,61,,74.43499999999997,False,-2.1686149435069084,,,False,0.004111706422640654,1
남효선,서울,강동구,7,2,남,con,58,정당인,74.43499999999997,False,-1.1376030762842366,,행정,False,0.00022514503929495683,1
안대성,경북,안동시,7,3,남,rem,47,,74.43499999999997,False,-1.8779766362226935,,,False,0.0007565241945720457,1
정식,경기,용인시 기흥구,7,3,남,con,54,정당인,74.43499999999997,False,-2.4325617720090937,,,True,0.08131825127607135,3
박용운,전남,순천시,7,3,남,rev,53,,74.43499999999997,True,-1.4778486679644098,,,False,0.00133659129734667,2
최낙삼,전북,정읍시,7,3,남,rev,64,정당인,74.43499999999997,False,-1.419921926873199,,경영,False,0.0010280461273147236,2
윤영희,서울,금천구,7,2,여,con,57,,74.43499999999997,False,-1.5348420235145563,,,False,0.002699321705265052,2
김시욱,울산,울주군,7,3,남,rev,37,정당인,74.43499999999997,False,-1.5627587532886351,,,True,0.00023905457101156967,1
송우섭,전남,고흥군,7,3,남,rev,57,,74.43499999999997,True,-0.827013637687519,,,True,0.000958980575621967,2
강연희,울산,울주군,7,3,여,rev,45,,74.43499999999997,False,-3.044326096219471,,,True,0.001933737276852013,1
신명순,경기,김포시,7,3,여,rev,44,정당인,74.43499999999997,True,-0.15553094970919354,,,False,0.004174177327192943,3
오세찬,서울,동대문구,6,3,남,con,57,정당인,51.225,True,-0.6310546451506345,,,False,0.0006112125496304778,2
김현기,강원,강릉시,7,3,남,con,53,,74.43499999999997,False,-1.4712784878556942,,,False,0.024001237793644645,1
차예경,경남,양산시,7,3,여,rem,48,정당인,74.43499999999997,False,-2.1395599211913647,,,False,0.00021996048628540122,1
한명훈,경기,안산시 상록구,7,3,남,rev,51,,74.43499999999997,True,-0.3253704197090693,,경영,False,0.0009063819026231193,2
김민호,인천,계양구,7,3,남,con,36,,74.43499999999997,False,-2.721786680830097,,,True,0.03090346445241217,2
백순선,광주,북구,7,3,남,rev,44,정당인,74.43499999999997,True,-0.32269971336028075,,,True,0.0001378041125611104,2
고희석,전남,담양군,7,3,남,rem,53,,74.43499999999997,False,-1.2686556092493515,,경영,False,0.003054129085589756,2
배상록,인천,남구,7,3,남,rev,65,,74.43499999999997,True,-0.33683283088445953,,,True,0.0003736519879766618,1
황순규,대구,동구,7,3,남,rev,37,정당인,74.43499999999997,False,-3.246938646294244,,,True,0.00036100874297750256,1
김해련,경기,고양시 일산동구,7,3,여,rev,47,정당인,74.43499999999997,True,-0.4665188733335619,,,False,0.01112484001554602,2
홍진옥,충북,충주시,7,3,여,con,55,,74.43499999999997,False,-1.5169617232861137,,,False,0.00015554240017957844,1
구본선,충남,논산시,7,3,남,rev,55,,74.43499999999997,False,-1.212696853884347,,경영,False,0.0012245708067134438,1
이정임,충북,제천시,7,3,여,con,57,정당인,74.43499999999997,False,-1.2767239013450689,,행정,False,0.011851435878674188,1
변해광,경북,상주시,7,3,남,con,61,정당인,74.43499999999997,False,-1.3425315676305758,,,False,4.5408642942660134e-05,1
조구성,서울,강북구,7,3,남,rev,62,,74.43499999999997,False,-4.320012460920648,,,True,0.0004509186075647188,2
송혜성,경기,파주시,7,3,여,rem,27,정당인,74.43499999999997,False,-2.946367160449532,,,False,0.0009082637162729939,3
김용남,강원,강릉시,7,3,남,rev,55,정당인,74.43499999999997,True,-1.2667591642348706,,,False,0.06093631845523964,1
이희재,경기,군포시,7,2,남,con,52,,74.43499999999997,False,-1.198342511066543,,경영,False,0.1892887819477864,2
이현희,경북,경주시,7,3,남,rem,51,,74.43499999999997,False,-1.5719322631506962,,,False,0.0026851566105358057,1
문병진,전북,군산시,7,3,남,con,43,,74.43499999999997,False,-2.72815699408808,,경영,False,0.0008703556644351733,2
권영식,서울,영등포구,7,2,남,con,63,정당인,74.43499999999997,False,,연세대,행정,False,0.0033946493867202795,3
김명구,경기,화성시,7,3,남,con,59,,74.43499999999997,False,-1.4978587687476117,,경영,False,0.004525458934095028,3
하정우,경남,진주시,7,3,남,rev,49,정당인,74.43499999999997,False,-2.106456691325884,,,False,0.5874725196452873,1
오정빈,서울,동대문구,7,3,남,rev,29,정당인,74.43499999999997,False,-1.907624569348356,,정치,True,0.0003590197730085485,2
홍선의,경기,평택시,7,1,남,rev,63,,74.43499999999997,True,0.018335680533090055,,,False,0.0004962598989749072,1
채관석,서울,송파구,7,3,남,con,64,,74.43499999999997,False,-1.6681535022360927,,,False,0.00013343858221512978,1
허진욱,충남,예산군,7,3,남,rev,64,,74.43499999999997,False,-1.935096871282863,,,False,0.0006642729457771161,1
고동준,충남,태안군,7,3,남,rem,59,,74.43499999999997,False,-4.4193836165721265,,,False,0.0004571058665833281,1
이인수,강원,강릉시,7,3,남,rem,62,,74.43499999999997,False,-3.1327429933395115,,,True,0.023436089053978815,1
황순남,인천,계양구,7,2,남,con,48,정당인,74.43499999999997,False,-1.1777843374881554,,행정,False,8.967955753798375e-05,2
서윤근,전북,전주시 덕진구,7,3,남,rev,47,정당인,74.43499999999997,False,-1.1628214496132647,,,True,0.005043238830597045,2
이찬기,전남,여수시,7,3,남,rev,54,정당인,74.43499999999997,False,-1.9534494433392156,,,True,0.00019440532386689707,2
김제현,경북,군위군,7,3,남,rem,53,,74.43499999999997,False,-2.217946788997172,,,False,0.0026426515351209213,1
진후진,경북,문경시,7,3,남,con,51,,74.43499999999997,False,-1.5769269597692444,,,False,0.00046394066107061555,1
이경선,서울,서대문구,7,2,여,con,50,,74.43499999999997,False,-1.0146499679371808,연세대,행정,False,0.002959686863839813,2
김형산,인천,중구,7,3,남,con,59,,74.43499999999997,False,-2.7531652287996264,,,True,0.0023125224314140954,1
조균환,경남,산청군,7,3,남,con,65,,74.43499999999997,False,-1.3388640131508522,,,False,0.00011110384385778679,1
김철식,서울,용산구,7,1,남,rev,58,,74.43499999999997,True,-0.22733718217153595,,법,True,0.0001665093613077223,1
남용덕,대전,중구,7,3,남,con,57,,74.43499999999997,False,-2.5733497770463947,,,True,0.00015181160956251699,3
최용철,전북,전주시 완산구,7,3,남,rev,42,,74.43499999999997,False,-1.4606416663332984,,,False,0.0009213167762675996,2
박향우,전북,정읍시,7,3,남,rem,54,,74.43499999999997,False,-2.2333496502505987,,,False,0.00010677919113043472,2
박종일,전북,익산시,7,3,남,rev,56,정당인,74.43499999999997,False,-2.0868436129447265,,법,False,0.0007926329017898972,2
강병국,전남,무안군,7,3,남,rev,33,,74.43499999999997,True,-0.9840929324561486,,행정,True,0.002580403818787707,2
김연응,충남,천안시 동남구,7,3,남,con,52,,74.43499999999997,False,-1.9469845363338711,,,False,0.00020049297875454869,2
박중무,경남,합천군,7,3,남,rem,65,,74.43499999999997,False,-1.1513991546783338,,,False,7.202450419786776e-05,1
정인훈,서울,종로구,6,3,여,rem,51,,51.225,False,,,법,False,7.215935991074228e-06,3
박인범,경기,동두천시,7,3,남,rem,60,,74.43499999999997,False,-1.4803847098066774,,,True,0.0018561552095402922,1
김희성,경남,김해시,7,3,남,rev,56,,74.43499999999997,True,-0.5837801511535233,,,False,0.0057980686358843035,2
조영훈,서울,중구,7,3,남,rev,68,정당인,74.43499999999997,True,-0.6338009809795396,,,True,0.005282297683676425,2
허상욱,서울,중구,7,3,남,con,40,,74.43499999999997,False,-2.248072479930704,,,True,0.0008579515548886295,2
주영숙,충북,제천시,7,3,여,rev,62,,74.43499999999997,True,-1.1220116849598234,,경영,False,0.001606466434326878,1
이희백,서울,강북구,7,3,남,con,61,,74.43499999999997,False,-3.0508377800385222,,경영,False,0.00011932709815543211,2
이지원,충남,천안시 서북구,7,3,여,con,43,정당인,74.43499999999997,False,-2.8077413973905188,,,True,0.09127279079237413,2
안경숙,경남,양산시,7,3,여,con,54,,74.43499999999997,False,-3.9407606151955026,,,True,0.0014269869764194881,1
권영식,경남,합천군,7,1,남,rev,60,,74.43499999999997,True,-1.5780670327367332,,,False,0.0016927373870154795,1
최종오,전북,익산시,7,3,남,rev,61,,74.43499999999997,True,-0.8187944976896311,,경영,False,0.00027156857119382615,2
최용호,전남,담양군,7,3,남,rev,53,,74.43499999999997,True,-0.3585036123341038,,,True,0.12667251177582245,2
이경,충북,청주시 청원구,7,3,남,rem,54,정당인,74.43499999999997,False,-3.5065929229762784,연세대,,True,0.030793190474708368,1
장길동,대구,달성군,7,3,남,rem,58,,74.43499999999997,False,-2.536762438014352,,,False,0.00011485400945858474,1
박성범,전남,순천시,7,3,남,rev,51,,74.43499999999997,False,-1.2363122228010526,,,False,0.010466649056181936,2
신철호,서울,금천구,7,3,남,rem,44,,74.43499999999997,False,-1.8570843834703212,,,False,0.016818803628869984,2
이창호,경기,구리시,7,3,남,rem,51,,74.43499999999997,False,-4.822729111494558,,,False,0.3678827935560207,2
최남기,경남,밀양시,7,3,남,con,63,,74.43499999999997,False,-1.3667761572664956,,,False,0.00039866315549215664,1
김명국,경북,의성군,7,3,남,con,56,,74.43499999999997,False,-0.9242763346672256,,경영,False,0.0180883208791333,1
최정환,경남,거창군,7,1,남,rev,53,정당인,74.43499999999997,True,-1.3715025474752838,,경영,False,0.3642021956972019,1
이학곤,부산,사상구,7,3,남,con,67,정당인,74.43499999999997,False,-2.609273505227099,,행정,False,0.00020297398616371046,1
심영석,경남,창원시 진해구,7,3,남,rev,50,,74.43499999999997,True,-0.2930851630012423,,,False,0.0015132035384833125,1
서진상,울산,남구,7,3,남,rev,48,,74.43499999999997,False,-2.4612543265670657,,,True,8.592582366103914e-05,1
박찬주,전북,무주군,7,3,남,rem,56,,74.43499999999997,False,-1.3184009362844349,,,False,0.4826971771418926,2
최연용,광주,북구,7,3,여,rev,52,,74.43499999999997,False,-2.51067686438156,,,True,8.344812634419085e-05,2
한삼렬,부산,동구,7,3,남,con,57,정당인,74.43499999999997,False,-3.1766952299656324,,경제,False,0.00018193472804544375,1
박순주,서울,양천구,7,3,남,rev,63,,74.43499999999997,False,-1.3833132460994575,,정치,False,0.0007979508873700258,3
김현웅,강원,춘천시,7,3,남,rev,34,,74.43499999999997,False,-5.204801628401404,,경영,True,0.013621829121374995,1
이유준,울산,동구,7,3,남,rev,40,,74.43499999999997,False,-2.6429427297342296,,,True,0.08984451855341556,1
최경호,서울,중랑구,7,3,남,rem,80,,74.43499999999997,False,-4.39098733268609,,,False,0.0010613330483770027,3
은희삼,전남,영광군,7,3,남,rev,53,,74.43499999999997,False,-2.233437936233317,,,True,0.00022166132598190288,2
최석호,전남,목포시,7,3,남,rem,58,,74.43499999999997,False,-2.5878048974199706,,행정,False,0.0007501871743130602,2
박경신,광주,광산구,7,3,남,rev,46,,74.43499999999997,False,-1.9470242932293904,,,True,0.0059545214841501245,2
배진수,부산,사하구,7,3,남,rem,36,,74.43499999999997,False,-2.1158989548750715,,,False,0.005047290349169167,1
나상희,서울,양천구,7,2,여,con,56,정당인,74.43499999999997,False,-1.1252103016600197,,,False,0.001598804852963937,3
김홍식,서울,동대문구,6,3,남,rev,45,,51.225,False,,,,False,0.002322823181934813,2
허병관,강원,강릉시,7,3,남,con,56,정당인,74.43499999999997,False,-0.9673174227883568,,경영,False,0.00027890441874921,1
이인수,강원,강릉시,7,3,남,rem,62,,74.43499999999997,False,-3.1327429933395115,,,True,0.023436089053978815,1
안성태,부산,동래구,7,3,남,con,57,정당인,74.43499999999997,False,-2.2028712518872147,,,False,0.002278904140512245,1
윤달수,경남,창원시 의창구,7,3,남,rem,59,,74.43499999999997,False,-4.295673178739015,,경영,True,9.896486907265958e-05,1
손혜미,대전,서구,7,3,여,con,54,,74.43499999999997,False,-2.381532276423989,,행정,False,0.00046158824240151084,2
위규범,강원,원주시,7,3,남,con,55,,74.43499999999997,False,-1.87040485642396,고려대,경제,False,5.3480379997885056e-05,3
최우규,경기,안양시 만안구,7,3,남,rev,58,,74.43499999999997,False,-1.2219194020431274,,경영,True,0.0002062990188297944,2
김영면,부산,중구,7,3,남,rem,59,,74.43499999999997,False,-2.4458949480116705,,행정,False,0.000501982877021194,1
남건우,충남,서산시,7,3,남,con,55,,74.43499999999997,False,-1.8899494143392648,,경영,False,0.0011206773464533747,1
황선화,서울,성동구,7,3,여,rev,38,정당인,74.43499999999997,True,-0.7110834304984255,,법,False,0.0010348815099722694,2
박동철,부산,동구,7,3,남,con,59,,74.43499999999997,False,-2.5207104878034428,,법,False,0.004946228564874211,1
박용화,광주,남구,7,3,남,rev,58,정당인,74.43499999999997,False,-1.574590543602733,,행정,True,0.02398242295042029,2
황진선,경남,진주시,7,3,여,con,57,,74.43499999999997,False,-0.9380975112977508,,,True,0.0006302640903763387,1
이정미,서울,중구,7,3,여,rev,50,정당인,74.43499999999997,False,-1.34739729500922,,,False,0.25013488906867953,2
이길용,경기,고양시 일산서구,7,3,남,rev,54,,74.43499999999997,True,-0.20987255376239072,,법,False,0.03979253046156068,2
김봉희,경북,경산시,7,3,남,con,51,정당인,74.43499999999997,False,-1.223206926774513,,,False,0.004076634457590398,1
김종구,경북,영천시,7,3,남,con,48,,74.43499999999997,False,-1.183823261632688,,,False,0.037198679297367004,1
박흥열,인천,강화군,7,3,남,rev,54,정당인,74.43499999999997,False,-2.002254831893925,고려대,,True,0.004352236792670227,3
김보언,부산,수영구,7,3,남,con,49,,74.43499999999997,False,-0.7687836999514159,,정치,True,0.004463033382201445,1
안소희,경기,파주시,7,3,여,rev,38,,74.43499999999997,False,-2.0479627267613916,,,False,0.5479112343946112,3
김판수,서울,은평구,7,3,남,con,57,,74.43499999999997,False,-2.0274133822366287,,법,False,0.00228367802565352,2
김재욱,강원,태백시,7,3,여,rem,56,,74.43499999999997,False,-2.121012500369384,,경영,False,0.8974486021882309,1
조영임,광주,광산구,7,3,여,rev,52,정당인,74.43499999999997,True,-0.6200446003513208,,,True,0.0012849069483489765,2
전기택,대구,달서구,7,3,남,con,55,,74.43499999999997,False,-2.159189481480936,,,False,0.00035472868073122883,1
박영애,경기,성남시 분당구,7,2,여,con,61,,74.43499999999997,False,-1.0407384970243765,,행정,False,0.0013454846392026972,1
오영진,경북,의성군,7,3,남,rem,56,,74.43499999999997,False,-1.046884953039828,,,False,0.009541403449093556,1
배찬식,충남,공주시,7,3,남,rev,54,,74.43499999999997,False,-2.133298358762893,,법,False,8.877126939513866e-05,1
송활섭,대전,대덕구,7,3,남,con,51,정당인,74.43499999999997,False,-2.1866140126726705,,행정,True,0.0002543851483680098,1
최경철,경북,상주시,7,3,남,con,63,,74.43499999999997,False,-1.1384999947367225,,,False,0.0069013295740386,1
김성수,전북,고창군,7,3,남,rem,41,,74.43499999999997,False,-1.5215865984592072,,경영,False,0.7356909738439243,2
김주환,서울,강동구,7,3,남,con,62,,74.43499999999997,False,-2.3787020959344,,법,False,0.028583763952246193,1
장성철,부산,해운대구,7,3,남,con,61,,74.43499999999997,False,-0.8439556526588768,,법,False,0.010285817486385379,1
권재욱,경북,구미시,7,3,남,con,57,정당인,74.43499999999997,False,-0.9509941470276796,,,False,0.000637820094469493,1
전병주,서울,광진구,6,3,남,rem,49,정당인,51.225,False,,고려대,,True,0.0005901928388875585,2
권재경,경남,거창군,7,3,남,rem,56,,74.43499999999997,False,-1.2946810431968918,,,False,0.003020930083823313,1
유용남,경기,고양시 일산서구,7,3,남,rev,59,,74.43499999999997,False,-4.183608477998597,,,True,0.0022792899662776784,2
박경봉,전남,완도군,7,3,남,rem,59,,74.43499999999997,False,-1.9626859385601507,,경영,False,0.0017274343621784096,2
김진석,경기,용인시 처인구,7,1,남,rev,49,,74.43499999999997,True,-0.13901455818491307,,,False,0.07374946506710757,3
이상철,서울,성동구,6,3,남,con,65,,51.225,True,-0.7855280914479488,,,True,0.01247386627758527,2
김형원,서울,용산구,6,3,남,rem,57,,51.225,False,,,행정,True,0.00225611785668089,1
주희준,서울,노원구,7,3,남,rev,50,정당인,74.43499999999997,False,-1.7355960353444615,,,False,0.0008918158019134881,2
최선근,강원,강릉시,7,3,남,con,61,,74.43499999999997,False,-1.264824333809838,,법,False,0.000338201170375896,1
류왕도,울산,남구,7,1,남,rev,41,정당인,74.43499999999997,True,-0.3061744634861248,,법,True,0.0001912046674808661,1
김순중,전남,진도군,7,3,남,rev,54,,74.43499999999997,False,-2.6198409501952926,,,False,0.00029690493608649685,2
김명찬,서울,중랑구,6,3,남,con,60,정당인,51.225,True,-0.8126522036039363,,,False,0.005115456221584782,3
임채덕,경기,화성시,7,2,남,con,43,,74.43499999999997,False,-1.5477915947079657,,,False,0.0011193357948848042,3
박종부,전남,해남군,7,3,남,rem,61,,74.43499999999997,False,-1.3645255163701684,,법,False,0.01565258245684999,2
정형주,서울,구로구,7,3,남,rev,59,,74.43499999999997,True,-0.8961705021846259,,경영,False,0.0052941592419624,2
이병희,충남,홍성군,7,1,남,rev,47,,74.43499999999997,True,-0.4954875054977504,,,False,0.010567738979795623,1
남연심,충북,청주시 흥덕구,7,3,여,con,56,,74.43499999999997,False,-2.659095752391584,,,True,0.00035583766283959063,1
김홍범,전남,신안군,7,3,남,rem,61,,74.43499999999997,False,-2.4861621427338325,,,False,0.02634908119127781,2
박용운,전남,순천시,7,3,남,rev,53,,74.43499999999997,True,-1.4778486679644098,,,False,0.00133659129734667,2
노길호,충남,홍성군,7,3,남,con,53,정당인,74.43499999999997,False,-1.9173482346613528,,,False,0.00019835655526829736,1
강희광,서울,관악구,7,2,남,con,59,정당인,74.43499999999997,False,-1.7479611391612928,,,True,5.408658225090676e-05,2
김양효,전남,여수시,7,3,남,rev,50,,74.43499999999997,False,-2.407068935826728,,,False,4.4205866666174394e-05,2
정미용,광주,동구,7,3,남,rev,55,,74.43499999999997,False,-1.7536134969896529,,,False,0.0032560169167102533,2
손옥순,경기,시흥시,7,3,여,con,55,,74.43499999999997,False,-2.278578578518541,,행정,False,0.0006903777326059209,2
황철용,경남,함안군,7,3,남,con,51,,74.43499999999997,False,-1.4439855128484018,,법,False,0.06693598135708256,1
유기홍,전북,장수군,7,3,남,rev,69,,74.43499999999997,False,-1.5426254598017668,,,False,0.08909074461830267,2
오현숙,서울,영등포구,7,1,여,rev,54,정당인,74.43499999999997,True,-0.3653352927279359,,,False,0.002621385827411657,3
이병국,경북,영양군,7,3,남,con,58,,74.43499999999997,False,-1.7642015251643972,,,False,0.05819328047159768,1
최용서,부산,사하구,7,3,남,con,57,정당인,74.43499999999997,False,-2.3248554512312216,,경영,False,9.520851234453488e-05,1
남기학,충북,영동군,7,3,남,con,60,정당인,74.43499999999997,False,-1.3900415976627725,,,False,9.987848368200956e-05,1
온주현,전북,김제시,7,3,남,rev,68,,74.43499999999997,False,-1.6683731061230949,,법,False,0.00045466512115051327,2
최근홍,강원,춘천시,7,3,남,rev,55,정당인,74.43499999999997,False,-1.552989967457885,,경제,True,2.3505931073101254e-05,1
배효이,서울,종로구,7,2,여,con,64,정당인,74.43499999999997,False,-1.2743264516649837,,,False,0.0011977456315215987,3
박문석,경기,성남시 분당구,7,3,남,rev,55,,74.43499999999997,True,-0.6294424079836506,고려대,행정,False,0.0010211160459892665,1
정재현,경기,부천시,7,3,남,rev,49,,74.43499999999997,False,-0.9765911584236616,,,False,0.016848148672947528,2
김영식,충북,충주시,7,3,남,con,60,,74.43499999999997,False,-1.6869552010905269,,,False,0.0089142919349025,1
정재현,대구,서구,7,3,남,con,66,,74.43499999999997,False,-2.700416065050528,,행정,True,0.11353726187207608,1
문양오,전남,광양시,7,3,남,rev,59,정당인,74.43499999999997,False,-1.1405814795120437,,정치,False,0.003364230934709317,2
노영관,경기,수원시 영통구,7,3,남,con,51,,74.43499999999997,False,-2.1026783619565577,연세대,행정,False,0.0014919406609439846,2
문규주,서울,은평구,7,3,남,rev,56,정당인,74.43499999999997,False,-1.1503346073497824,,정치,False,9.89071265168552e-05,2
서영배,전남,광양시,7,3,남,rev,45,,74.43499999999997,False,-1.6801361826208066,,,False,0.007846570198011365,2
김영태,경북,구미시,7,3,남,con,54,정당인,74.43499999999997,False,-1.9819649049891532,,,False,0.011223860024537484,1
김금규,경기,성남시 분당구,7,3,남,rev,44,정당인,74.43499999999997,False,-1.2428438059876308,,,False,0.00027930393299761217,1
남관우,전북,전주시 덕진구,7,3,남,rev,59,,74.43499999999997,False,-1.5945844441882042,,,False,0.007134402051844225,2
오영숙,경기,고양시 덕양구,7,2,여,con,52,,74.43499999999997,False,-1.2005279537911546,,,False,0.0013010786181998494,2
박철홍,경남,진주시,7,1,남,rev,53,,74.43499999999997,True,-0.9977690878135614,,,False,0.004147185506226811,1
이병은,서울,광진구,6,3,남,rev,38,정당인,51.225,False,-3.1827167685055944,,정치,False,0.0003350381917855988,2
이다연,서울,동대문구,7,3,여,con,49,,74.43499999999997,False,-2.5937307776142835,,,False,0.014893908612754725,2
신민주,충남,금산군,7,3,남,rev,52,,74.43499999999997,True,-1.077758066658702,,,False,0.1584520181349336,1
박병수,충남,공주시,7,3,남,rem,67,,74.43499999999997,False,-1.8444456036996093,,행정,False,0.002409337223965007,1
박세일,경북,경주시,7,1,남,rev,45,정당인,74.43499999999997,False,-1.2110835834224014,,,True,0.006136042548861204,1
봉맹구,전남,장성군,7,3,남,rem,59,,74.43499999999997,False,-1.5080436885401036,,,False,0.0010592897229550684,2
이동훈,경북,포항시 남구,7,3,남,rem,52,,74.43499999999997,False,-2.1591565148154124,,,False,0.03476567389075745,1
정형철,전북,김제시,7,3,남,rev,57,,74.43499999999997,True,-1.2931915947368589,,법,False,0.0007413060783891218,2
최덕호,경남,통영시,7,3,남,con,65,,74.43499999999997,False,-2.722199341861169,,,False,0.0003893180135580388,1
배성기,전북,진안군,7,3,남,rev,57,,74.43499999999997,False,-1.6966208878636149,,행정,False,0.00961720473286283,2
최진우,경기,부천시,7,3,남,rem,41,,74.43499999999997,False,-2.8606899998635438,,,False,0.00534370946203465,2
안태열,경북,안동시,7,3,남,con,58,,74.43499999999997,False,-1.6950031575737303,,행정,False,0.0004059313389638287,1
서동수,전북,군산시,7,3,남,rev,52,,74.43499999999997,False,-1.6911638992244318,,,False,0.003179192149930416,2
정용욱,울산,동구,7,1,남,rev,56,,74.43499999999997,True,-0.4344777225530989,,,True,0.009468213067870535,1
최숙자,서울,구로구,7,2,여,con,69,,74.43499999999997,False,-1.16878783171934,,경영,False,0.007627724470343652,2
이재만,서울,구로구,7,3,남,rev,53,,74.43499999999997,False,-1.5413862518889885,,,False,0.6348798177571005,2
박은경,경기,남양주시,7,3,여,rev,42,,74.43499999999997,True,0.3661443767936074,,,False,0.002099175298354346,2
김태봉,경북,칠곡군,7,3,남,rem,48,,74.43499999999997,False,-2.307792035362524,,경영,False,0.00276282619123241,1
여근우,부산,금정구,7,3,남,rev,25,,74.43499999999997,False,-1.701496056852048,,경영,True,0.0002180487490007892,1
김신웅,대전,서구,7,3,남,rev,33,,74.43499999999997,True,-0.3025253282877069,,,True,0.0006648839915404415,2
백광철,전남,장흥군,7,3,남,rev,61,,74.43499999999997,True,-1.1518618047999425,,,True,0.002369546130944486,2
윤석현,전남,화순군,7,3,남,rev,48,정당인,74.43499999999997,False,-1.8931056948980545,,,False,0.09337057701007194,2
이재안,강원,강릉시,7,1,남,rev,53,,74.43499999999997,True,-0.09880898066199817,,행정,False,0.002277029968456978,1
이승민,부산,부산진구,7,1,남,rev,49,,74.43499999999997,True,-0.08605001376894625,,,True,0.027694027878445816,1
육정미,대구,수성구,7,3,여,rev,52,,74.43499999999997,True,-1.146411257772905,,,True,0.00018135280069752748,1
신민석,경기,용인시 수지구,7,2,남,con,44,정당인,74.43499999999997,False,-0.9472076258594296,,경영,True,0.006600628664774083,3
김은숙,대구,수성구,7,3,여,con,55,,74.43499999999997,False,-2.574657954400241,,,True,0.17407117570266434,1
문순규,경남,창원시 마산회원구,7,3,남,rev,45,,74.43499999999997,True,-0.7783706078510287,,,False,0.0011713699262077132,1
임응택,강원,동해시,7,3,남,rem,57,,74.43499999999997,False,-1.9612224298579508,,행정,False,0.0018715586159241333,1
이상만,전남,나주시,7,3,남,rev,49,,74.43499999999997,True,-0.7071774058683924,,행정,True,0.00803300716687608,2
이찬정,대구,북구,7,3,여,con,42,정당인,74.43499999999997,False,-2.1573933856626515,,,True,0.00010275760680048393,1
이태호,경기,용인시 기흥구,7,3,남,con,47,정당인,74.43499999999997,False,-2.3764041141229555,,행정,False,0.3648011585422527,3
이창훈,경북,칠곡군,7,1,남,rev,32,,74.43499999999997,True,-0.8858820778526613,,,True,0.2722641387155499,1
이순영,서울,동대문구,7,2,여,con,65,,74.43499999999997,False,-1.1878848311208765,,,False,0.001343700125748698,2
안재호,인천,서구,7,3,남,rem,38,정당인,74.43499999999997,False,-3.4472558080037583,,,True,0.0022236684307855785,3
손동숙,경기,고양시 일산동구,7,2,여,con,46,정당인,74.43499999999997,False,-1.2566882805505701,,경영,True,0.005284189915402733,2
김태현,경북,경주시,7,1,남,rev,46,,74.43499999999997,True,-0.9792178629816324,,,True,0.032795470046746183,1
안정호,대구,중구,7,3,남,rem,67,,74.43499999999997,False,-3.387830666051181,,,True,0.004077633917755556,1
유인학,경북,경산시,7,3,남,rem,49,,74.43499999999997,False,-2.4231004618287715,,,False,0.0006298164094117048,1
오용환,인천,남동구,7,3,남,rev,55,,74.43499999999997,False,-1.248064384817991,,정치,False,0.0010333390083762562,2
김경열,전남,보성군,7,3,남,rem,67,,74.43499999999997,False,-0.846726268488246,,,False,0.004147753195501808,2
김성일,대전,서구,7,3,남,con,57,정당인,74.43499999999997,False,-2.382549816231008,,,True,0.02675189995285218,2
이하식,서울,송파구,7,2,남,con,59,,74.43499999999997,False,-1.111369782655287,,,False,0.0001738429955345771,1
윤영규,전남,곡성군,7,3,남,rev,55,,74.43499999999997,True,-1.0107010765875186,,,False,0.018360727612331408,2
권영숙,부산,북구,7,3,여,con,57,,74.43499999999997,False,-1.7832401543487613,,법,True,0.0014322399105487695,1
정기혁,서울,성북구,7,2,남,con,44,정당인,74.43499999999997,False,-1.1300788412042122,,,True,0.0003723535553777471,2
